"t","X1","X2","X3","X4","X5","CV4","CV2","CV1","CV3"
"0.0","X1_D","X2_E","X3_C","X4_D","X5_A","CV4_A","CV2_B","CV1_B","CV3_B"
"0.0011247367604545675","X1_D","X2_E","X3_C","X4_D","X5_E","CV4_A","CV2_B","CV1_B","CV3_B"
"0.01625854586809027","X1_D","X2_E","X3_C","X4_E","X5_E","CV4_A","CV2_B","CV1_B","CV3_B"
"0.01893483096063742","X1_D","X2_E","X3_C","X4_A","X5_E","CV4_A","CV2_B","CV1_B","CV3_B"
"0.02621943624404202","X1_D","X2_E","X3_C","X4_C","X5_E","CV4_A","CV2_B","CV1_B","CV3_B"
"0.04417762721869704","X1_D","X2_E","X3_D","X4_C","X5_E","CV4_A","CV2_B","CV1_B","CV3_B"
"0.06471267196330449","X1_E","X2_E","X3_D","X4_C","X5_E","CV4_A","CV2_B","CV1_B","CV3_B"
"0.0683339851396903","X1_B","X2_E","X3_D","X4_C","X5_E","CV4_A","CV2_B","CV1_B","CV3_B"
"0.08887160046853743","X1_B","X2_E","X3_D","X4_B","X5_E","CV4_A","CV2_B","CV1_B","CV3_B"
"0.11914235782558326","X1_B","X2_E","X3_D","X4_B","X5_C","CV4_A","CV2_B","CV1_B","CV3_B"
"0.15629779773741387","X1_B","X2_E","X3_C","X4_B","X5_C","CV4_A","CV2_B","CV1_B","CV3_B"
"0.18527583830709216","X1_B","X2_E","X3_D","X4_B","X5_C","CV4_A","CV2_B","CV1_B","CV3_B"
"0.2661538748917642","X1_A","X2_E","X3_D","X4_B","X5_C","CV4_A","CV2_B","CV1_B","CV3_B"
"0.32590611378183293","X1_C","X2_E","X3_D","X4_B","X5_C","CV4_A","CV2_B","CV1_B","CV3_B"
"0.3677366798553695","X1_B","X2_E","X3_D","X4_B","X5_C","CV4_A","CV2_B","CV1_B","CV3_B"
"0.37901103547766823","X1_A","X2_E","X3_D","X4_B","X5_C","CV4_A","CV2_B","CV1_B","CV3_B"
"0.48327762205845","X1_A","X2_D","X3_D","X4_B","X5_C","CV4_A","CV2_B","CV1_B","CV3_B"
"0.5414647747674101","X1_A","X2_B","X3_D","X4_B","X5_C","CV4_A","CV2_B","CV1_B","CV3_B"
