"t","X1","X2","X3","X4","X5","CV4","CV2","CV1","CV3"
"0.0","X1_C","X2_C","X3_B","X4_A","X5_E","CV4_B","CV2_B","CV1_A","CV3_A"
"0.016192003419426636","X1_B","X2_C","X3_B","X4_A","X5_E","CV4_B","CV2_B","CV1_A","CV3_A"
"0.035478328098018944","X1_B","X2_C","X3_B","X4_A","X5_B","CV4_B","CV2_B","CV1_A","CV3_A"
"0.059411274013878884","X1_B","X2_C","X3_C","X4_A","X5_B","CV4_B","CV2_B","CV1_A","CV3_A"
"0.06072151175733509","X1_B","X2_C","X3_E","X4_A","X5_B","CV4_B","CV2_B","CV1_A","CV3_A"
"0.07155876441525313","X1_B","X2_C","X3_D","X4_A","X5_B","CV4_B","CV2_B","CV1_A","CV3_A"
"0.10007844007181667","X1_B","X2_C","X3_E","X4_A","X5_B","CV4_B","CV2_B","CV1_A","CV3_A"
"0.13395919449999955","X1_B","X2_C","X3_E","X4_E","X5_B","CV4_B","CV2_B","CV1_A","CV3_A"
"0.17249092083394632","X1_B","X2_C","X3_D","X4_E","X5_B","CV4_B","CV2_B","CV1_A","CV3_A"
"0.20631127387354736","X1_B","X2_C","X3_A","X4_E","X5_B","CV4_B","CV2_B","CV1_A","CV3_A"
"0.23709390982151302","X1_B","X2_C","X3_E","X4_E","X5_B","CV4_B","CV2_B","CV1_A","CV3_A"
"0.2674796698615674","X1_B","X2_C","X3_B","X4_E","X5_B","CV4_B","CV2_B","CV1_A","CV3_A"
"0.3150067539638976","X1_B","X2_C","X3_C","X4_E","X5_B","CV4_B","CV2_B","CV1_A","CV3_A"
"0.31719183078321206","X1_B","X2_C","X3_B","X4_E","X5_B","CV4_B","CV2_B","CV1_A","CV3_A"
"0.34941551773471985","X1_B","X2_C","X3_D","X4_E","X5_B","CV4_B","CV2_B","CV1_A","CV3_A"
"0.3505825892909536","X1_B","X2_C","X3_C","X4_E","X5_B","CV4_B","CV2_B","CV1_A","CV3_A"
"0.41107558903763364","X1_B","X2_D","X3_C","X4_E","X5_B","CV4_B","CV2_B","CV1_A","CV3_A"
