"t","X1","X2","X3","X4","X5","CV4","CV2","CV1","CV3"
"0.0","X1_E","X2_D","X3_C","X4_E","X5_A","CV4_B","CV2_A","CV1_B","CV3_B"
"0.03643084353573362","X1_B","X2_D","X3_C","X4_E","X5_A","CV4_B","CV2_A","CV1_B","CV3_B"
"0.07392037796406443","X1_B","X2_D","X3_B","X4_E","X5_A","CV4_B","CV2_A","CV1_B","CV3_B"
"0.11571985120854233","X1_E","X2_D","X3_B","X4_E","X5_A","CV4_B","CV2_A","CV1_B","CV3_B"
"0.16846188789200858","X1_E","X2_E","X3_B","X4_E","X5_A","CV4_B","CV2_A","CV1_B","CV3_B"
"0.18059845899791574","X1_E","X2_A","X3_B","X4_E","X5_A","CV4_B","CV2_A","CV1_B","CV3_B"
"0.2078388124291215","X1_E","X2_D","X3_B","X4_E","X5_A","CV4_B","CV2_A","CV1_B","CV3_B"
"0.21237032228806038","X1_E","X2_B","X3_B","X4_E","X5_A","CV4_B","CV2_A","CV1_B","CV3_B"
"0.27053752076585197","X1_E","X2_B","X3_B","X4_E","X5_D","CV4_B","CV2_A","CV1_B","CV3_B"
"0.2832387455597146","X1_E","X2_B","X3_B","X4_E","X5_C","CV4_B","CV2_A","CV1_B","CV3_B"
"0.2892636125563363","X1_E","X2_B","X3_B","X4_E","X5_B","CV4_B","CV2_A","CV1_B","CV3_B"
"0.3494001192793273","X1_E","X2_B","X3_B","X4_A","X5_B","CV4_B","CV2_A","CV1_B","CV3_B"
"0.3901606111970142","X1_E","X2_B","X3_B","X4_E","X5_B","CV4_B","CV2_A","CV1_B","CV3_B"
"0.39357922140009993","X1_E","X2_B","X3_B","X4_B","X5_B","CV4_B","CV2_A","CV1_B","CV3_B"
"0.4514615242299402","X1_E","X2_B","X3_B","X4_C","X5_B","CV4_B","CV2_A","CV1_B","CV3_B"
"0.47025504326609335","X1_E","X2_B","X3_B","X4_D","X5_B","CV4_B","CV2_A","CV1_B","CV3_B"
"0.5010060315710237","X1_E","X2_B","X3_B","X4_E","X5_B","CV4_B","CV2_A","CV1_B","CV3_B"
"0.5025368980608779","X1_E","X2_B","X3_B","X4_D","X5_B","CV4_B","CV2_A","CV1_B","CV3_B"
"0.5412616090685197","X1_E","X2_B","X3_B","X4_A","X5_B","CV4_B","CV2_A","CV1_B","CV3_B"
"0.5921607489909215","X1_E","X2_B","X3_B","X4_C","X5_B","CV4_B","CV2_A","CV1_B","CV3_B"
"0.6295672509972535","X1_E","X2_B","X3_B","X4_B","X5_B","CV4_B","CV2_A","CV1_B","CV3_B"
"0.6520687393386508","X1_E","X2_B","X3_B","X4_D","X5_B","CV4_B","CV2_A","CV1_B","CV3_B"
"0.6548828720619958","X1_E","X2_B","X3_B","X4_A","X5_B","CV4_B","CV2_A","CV1_B","CV3_B"
"0.7158454727712271","X1_E","X2_B","X3_B","X4_A","X5_D","CV4_B","CV2_A","CV1_B","CV3_B"
"0.7214445717120296","X1_E","X2_B","X3_B","X4_A","X5_E","CV4_B","CV2_A","CV1_B","CV3_B"
"0.7298078623942909","X1_E","X2_B","X3_B","X4_A","X5_B","CV4_B","CV2_A","CV1_B","CV3_B"
"0.7965891253061093","X1_E","X2_B","X3_B","X4_A","X5_A","CV4_B","CV2_A","CV1_B","CV3_B"
"0.8863081283247728","X1_E","X2_B","X3_B","X4_D","X5_A","CV4_B","CV2_A","CV1_B","CV3_B"
"0.9180614497590752","X1_E","X2_B","X3_B","X4_C","X5_A","CV4_B","CV2_A","CV1_B","CV3_B"
"0.936175666397896","X1_E","X2_B","X3_B","X4_D","X5_A","CV4_B","CV2_A","CV1_B","CV3_B"
"0.9545263132146877","X1_E","X2_B","X3_B","X4_A","X5_A","CV4_B","CV2_A","CV1_B","CV3_B"
"0.9612389498140261","X1_E","X2_B","X3_B","X4_D","X5_A","CV4_B","CV2_A","CV1_B","CV3_B"
"0.9790770474779147","X1_E","X2_B","X3_B","X4_B","X5_A","CV4_B","CV2_A","CV1_B","CV3_B"
"0.9962319555581376","X1_E","X2_B","X3_B","X4_E","X5_A","CV4_B","CV2_A","CV1_B","CV3_B"
"1.002698673716782","X1_E","X2_B","X3_B","X4_C","X5_A","CV4_B","CV2_A","CV1_B","CV3_B"
"1.0189648273060203","X1_E","X2_B","X3_B","X4_A","X5_A","CV4_B","CV2_A","CV1_B","CV3_B"
