S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,t,Exercise,ExerciseMode
"(-9490.32, -8913.0]","(-10486.0, -9293.5]","(-21333.05, -20456.1]","(-17319.4, -16191.8]","(-16430.45, -14926.9]","(-28236.362, -27962.9]","(-8702.2, -7021.4]","(21625.1, 23216.8]","(-7036.4, -4193.3]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(-1678.7, 249.25]","(-21130.25, -20085.0]","(-32690.4, -32690.0]","(-22108.85, -20899.8]","(-13797.8, -12309.2]","(-5396.6, -3504.2]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-8268.6, -7933.25]","(-20469.3, -19157.6]","(9502.8, 11266.6]","(-21921.9, -20760.55]","(-14379.65, -13538.5]","(-21799.0, -20713.0]","(9636.2, 10887.0]",0.0,5,1
"(-9490.32, -8913.0]","(-10486.0, -9293.5]","(-21333.05, -20456.1]","(-17319.4, -16191.8]","(-16430.45, -14926.9]","(-28236.362, -27962.9]","(-8702.2, -7021.4]","(21625.1, 23216.8]","(-7036.4, -4193.3]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(-1678.7, 249.25]","(-21130.25, -20085.0]","(-32691.2, -32690.8]","(-22108.85, -20899.8]","(-13797.8, -12309.2]","(-5396.6, -3504.2]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-8268.6, -7933.25]","(-20469.3, -19157.6]","(9502.8, 11266.6]","(-21921.9, -20760.55]","(-14379.65, -13538.5]","(-21799.0, -20713.0]","(9636.2, 10887.0]",0.03,5,1
"(-9490.32, -8913.0]","(-10486.0, -9293.5]","(-21333.05, -20456.1]","(-17319.4, -16191.8]","(-16430.45, -14926.9]","(-28236.362, -27962.9]","(-8702.2, -7021.4]","(21625.1, 23216.8]","(-7036.4, -4193.3]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(-1678.7, 249.25]","(-21130.25, -20085.0]","(-32690.4, -32690.0]","(-22108.85, -20899.8]","(-13797.8, -12309.2]","(-5396.6, -3504.2]","(-28669.6, -28393.5]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-8268.6, -7933.25]","(-20469.3, -19157.6]","(9502.8, 11266.6]","(-21921.9, -20760.55]","(-14379.65, -13538.5]","(-21799.0, -20713.0]","(9636.2, 10887.0]",0.06,5,1
"(-9490.32, -8913.0]","(-10486.0, -9293.5]","(-21333.05, -20456.1]","(-17319.4, -16191.8]","(-16430.45, -14926.9]","(-28236.362, -27962.9]","(-8702.2, -7021.4]","(21625.1, 23216.8]","(-7036.4, -4193.3]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(-1678.7, 249.25]","(-21130.25, -20085.0]","(-32690.4, -32690.0]","(-22108.85, -20899.8]","(-13797.8, -12309.2]","(-5396.6, -3504.2]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-8268.6, -7933.25]","(-20469.3, -19157.6]","(9502.8, 11266.6]","(-21921.9, -20760.55]","(-14379.65, -13538.5]","(-21799.0, -20713.0]","(9636.2, 10887.0]",0.09,5,1
"(-9490.32, -8913.0]","(-10486.0, -9293.5]","(-21333.05, -20456.1]","(-17319.4, -16191.8]","(-16430.45, -14926.9]","(-28236.362, -27962.9]","(-8702.2, -7021.4]","(21625.1, 23216.8]","(-7036.4, -4193.3]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(-1678.7, 249.25]","(-21130.25, -20085.0]","(-32690.4, -32690.0]","(-22108.85, -20899.8]","(-13797.8, -12309.2]","(-5396.6, -3504.2]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-8268.6, -7933.25]","(-20469.3, -19157.6]","(9502.8, 11266.6]","(-21921.9, -20760.55]","(-14379.65, -13538.5]","(-21799.0, -20713.0]","(9636.2, 10887.0]",0.12,5,1
"(-9490.32, -8913.0]","(-10486.0, -9293.5]","(-21333.05, -20456.1]","(-17319.4, -16191.8]","(-16430.45, -14926.9]","(-28236.362, -27962.9]","(-8702.2, -7021.4]","(21625.1, 23216.8]","(-7036.4, -4193.3]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(-1678.7, 249.25]","(-21130.25, -20085.0]","(-32690.4, -32690.0]","(-22108.85, -20899.8]","(-13797.8, -12309.2]","(-5396.6, -3504.2]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-8268.6, -7933.25]","(-20469.3, -19157.6]","(7739.0, 9502.8]","(-21921.9, -20760.55]","(-14379.65, -13538.5]","(-21799.0, -20713.0]","(9636.2, 10887.0]",0.15,5,1
"(-9490.32, -8913.0]","(-10486.0, -9293.5]","(-21333.05, -20456.1]","(-17319.4, -16191.8]","(-16430.45, -14926.9]","(-28236.362, -27962.9]","(-8702.2, -7021.4]","(21625.1, 23216.8]","(-7036.4, -4193.3]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(-1678.7, 249.25]","(-21130.25, -20085.0]","(-32689.2, -32688.8]","(-22108.85, -20899.8]","(-13797.8, -12309.2]","(-5396.6, -3504.2]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-8268.6, -7933.25]","(-20469.3, -19157.6]","(9502.8, 11266.6]","(-21921.9, -20760.55]","(-14379.65, -13538.5]","(-21799.0, -20713.0]","(9636.2, 10887.0]",0.18,5,1
"(-9490.32, -8913.0]","(-10486.0, -9293.5]","(-21333.05, -20456.1]","(-17319.4, -16191.8]","(-16430.45, -14926.9]","(-28236.362, -27962.9]","(-8702.2, -7021.4]","(21625.1, 23216.8]","(-7036.4, -4193.3]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(-1678.7, 249.25]","(-21130.25, -20085.0]","(-32691.2, -32690.8]","(-22108.85, -20899.8]","(-13797.8, -12309.2]","(-5396.6, -3504.2]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-8268.6, -7933.25]","(-20469.3, -19157.6]","(9502.8, 11266.6]","(-21921.9, -20760.55]","(-14379.65, -13538.5]","(-21799.0, -20713.0]","(9636.2, 10887.0]",0.21,5,1
"(-9490.32, -8913.0]","(-10486.0, -9293.5]","(-21333.05, -20456.1]","(-17319.4, -16191.8]","(-16430.45, -14926.9]","(-28236.362, -27962.9]","(-8702.2, -7021.4]","(21625.1, 23216.8]","(-7036.4, -4193.3]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(-1678.7, 249.25]","(-21130.25, -20085.0]","(-32690.4, -32690.0]","(-22108.85, -20899.8]","(-13797.8, -12309.2]","(-5396.6, -3504.2]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-8268.6, -7933.25]","(-20469.3, -19157.6]","(7739.0, 9502.8]","(-21921.9, -20760.55]","(-14379.65, -13538.5]","(-21799.0, -20713.0]","(9636.2, 10887.0]",0.24,5,1
"(-9490.32, -8913.0]","(-10486.0, -9293.5]","(-21333.05, -20456.1]","(-17319.4, -16191.8]","(-16430.45, -14926.9]","(-28236.362, -27962.9]","(-8702.2, -7021.4]","(21625.1, 23216.8]","(-7036.4, -4193.3]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(-1678.7, 249.25]","(-21130.25, -20085.0]","(-32690.4, -32690.0]","(-22108.85, -20899.8]","(-13797.8, -12309.2]","(-5396.6, -3504.2]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-8268.6, -7933.25]","(-20469.3, -19157.6]","(9502.8, 11266.6]","(-21921.9, -20760.55]","(-14379.65, -13538.5]","(-21799.0, -20713.0]","(9636.2, 10887.0]",0.27,5,1
"(-9490.32, -8913.0]","(-10486.0, -9293.5]","(-21333.05, -20456.1]","(-17319.4, -16191.8]","(-16430.45, -14926.9]","(-28236.362, -27962.9]","(-8702.2, -7021.4]","(21625.1, 23216.8]","(-7036.4, -4193.3]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(-1678.7, 249.25]","(-21130.25, -20085.0]","(-32690.4, -32690.0]","(-22108.85, -20899.8]","(-13797.8, -12309.2]","(-5396.6, -3504.2]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-8268.6, -7933.25]","(-20469.3, -19157.6]","(9502.8, 11266.6]","(-21921.9, -20760.55]","(-14379.65, -13538.5]","(-21799.0, -20713.0]","(9636.2, 10887.0]",0.3,5,1
"(-9490.32, -8913.0]","(-10486.0, -9293.5]","(-21333.05, -20456.1]","(-17319.4, -16191.8]","(-16430.45, -14926.9]","(-28236.362, -27962.9]","(-8702.2, -7021.4]","(21625.1, 23216.8]","(-7036.4, -4193.3]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(-1678.7, 249.25]","(-21130.25, -20085.0]","(-32690.4, -32690.0]","(-22108.85, -20899.8]","(-13797.8, -12309.2]","(-5396.6, -3504.2]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-8268.6, -7933.25]","(-20469.3, -19157.6]","(7739.0, 9502.8]","(-21921.9, -20760.55]","(-14379.65, -13538.5]","(-21799.0, -20713.0]","(9636.2, 10887.0]",0.32999999999999996,5,1
"(-9490.32, -8913.0]","(-10486.0, -9293.5]","(-21333.05, -20456.1]","(-17319.4, -16191.8]","(-16430.45, -14926.9]","(-28236.362, -27962.9]","(-8702.2, -7021.4]","(21625.1, 23216.8]","(-7036.4, -4193.3]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(-1678.7, 249.25]","(-20085.0, -19039.75]","(-32691.2, -32690.8]","(-22108.85, -20899.8]","(-13797.8, -12309.2]","(-5396.6, -3504.2]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-8268.6, -7933.25]","(-20469.3, -19157.6]","(7739.0, 9502.8]","(-21921.9, -20760.55]","(-14379.65, -13538.5]","(-21799.0, -20713.0]","(9636.2, 10887.0]",0.36,5,1
"(-9490.32, -8913.0]","(-10486.0, -9293.5]","(-21333.05, -20456.1]","(-17319.4, -16191.8]","(-16430.45, -14926.9]","(-28236.362, -27962.9]","(-8702.2, -7021.4]","(21625.1, 23216.8]","(-7036.4, -4193.3]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(-1678.7, 249.25]","(-21130.25, -20085.0]","(-32690.4, -32690.0]","(-22108.85, -20899.8]","(-13797.8, -12309.2]","(-5396.6, -3504.2]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-8268.6, -7933.25]","(-20469.3, -19157.6]","(9502.8, 11266.6]","(-21921.9, -20760.55]","(-14379.65, -13538.5]","(-21799.0, -20713.0]","(9636.2, 10887.0]",0.39,5,1
"(-9490.32, -8913.0]","(-10486.0, -9293.5]","(-21333.05, -20456.1]","(-17319.4, -16191.8]","(-16430.45, -14926.9]","(-28236.362, -27962.9]","(-8702.2, -7021.4]","(21625.1, 23216.8]","(-7036.4, -4193.3]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(-1678.7, 249.25]","(-21130.25, -20085.0]","(-32691.2, -32690.8]","(-22108.85, -20899.8]","(-13797.8, -12309.2]","(-5396.6, -3504.2]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-8268.6, -7933.25]","(-20469.3, -19157.6]","(9502.8, 11266.6]","(-21921.9, -20760.55]","(-14379.65, -13538.5]","(-21799.0, -20713.0]","(9636.2, 10887.0]",0.42,5,1
