S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,t,Exercise,ExerciseMode
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-26890.5, -26622.4]","(-8702.2, -7021.4]","(26400.2, 27991.9]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-11435.8, -8948.6]","(-19711.8, -17586.75]","(-20467.8, -19401.4]","(-7462.55, -5534.6]","(-9632.5, -8587.25]","(-32690.4, -32690.0]","(-19690.75, -18481.7]","(-7843.4, -6354.8]","(280.6, 2173.0]","(-28117.4, -27841.3]","(-11786.7, -11077.4]","(31832.3, 32767.0]","(-7597.9, -7262.55]","(-16534.2, -15222.5]","(-8135.2, -6371.4]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-18541.0, -17455.0]","(15890.2, 17141.0]",0.0,7,1
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-26890.5, -26622.4]","(-8702.2, -7021.4]","(26400.2, 27991.9]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-11435.8, -8948.6]","(-19711.8, -17586.75]","(-20467.8, -19401.4]","(-7462.55, -5534.6]","(-9632.5, -8587.25]","(-32690.4, -32690.0]","(-19690.75, -18481.7]","(-7843.4, -6354.8]","(280.6, 2173.0]","(-28117.4, -27841.3]","(-11786.7, -11077.4]","(31832.3, 32767.0]","(-7597.9, -7262.55]","(-16534.2, -15222.5]","(-8135.2, -6371.4]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-18541.0, -17455.0]","(15890.2, 17141.0]",0.03,7,1
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-26890.5, -26622.4]","(-8702.2, -7021.4]","(26400.2, 27991.9]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-11435.8, -8948.6]","(-19711.8, -17586.75]","(-20467.8, -19401.4]","(-7462.55, -5534.6]","(-9632.5, -8587.25]","(-32690.4, -32690.0]","(-19690.75, -18481.7]","(-7843.4, -6354.8]","(280.6, 2173.0]","(-28117.4, -27841.3]","(-11786.7, -11077.4]","(31832.3, 32767.0]","(-7597.9, -7262.55]","(-16534.2, -15222.5]","(-6371.4, -4607.6]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-18541.0, -17455.0]","(15890.2, 17141.0]",0.06,7,1
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-26890.5, -26622.4]","(-8702.2, -7021.4]","(26400.2, 27991.9]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-11435.8, -8948.6]","(-19711.8, -17586.75]","(-20467.8, -19401.4]","(-7462.55, -5534.6]","(-9632.5, -8587.25]","(-32690.4, -32690.0]","(-19690.75, -18481.7]","(-7843.4, -6354.8]","(280.6, 2173.0]","(-28117.4, -27841.3]","(-11786.7, -11077.4]","(31832.3, 32767.0]","(-7597.9, -7262.55]","(-16534.2, -15222.5]","(-6371.4, -4607.6]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-18541.0, -17455.0]","(15890.2, 17141.0]",0.09,7,1
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-26890.5, -26622.4]","(-8702.2, -7021.4]","(26400.2, 27991.9]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-11435.8, -8948.6]","(-19711.8, -17586.75]","(-20467.8, -19401.4]","(-7462.55, -5534.6]","(-9632.5, -8587.25]","(-32690.4, -32690.0]","(-19690.75, -18481.7]","(-7843.4, -6354.8]","(280.6, 2173.0]","(-28117.4, -27841.3]","(-11786.7, -11077.4]","(31832.3, 32767.0]","(-7597.9, -7262.55]","(-16534.2, -15222.5]","(-6371.4, -4607.6]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-18541.0, -17455.0]","(15890.2, 17141.0]",0.12,7,1
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-26890.5, -26622.4]","(-8702.2, -7021.4]","(26400.2, 27991.9]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-11435.8, -8948.6]","(-19711.8, -17586.75]","(-20467.8, -19401.4]","(-7462.55, -5534.6]","(-9632.5, -8587.25]","(-32690.4, -32690.0]","(-19690.75, -18481.7]","(-7843.4, -6354.8]","(280.6, 2173.0]","(-28117.4, -27841.3]","(-11786.7, -11077.4]","(31832.3, 32767.0]","(-7597.9, -7262.55]","(-16534.2, -15222.5]","(-8135.2, -6371.4]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-18541.0, -17455.0]","(15890.2, 17141.0]",0.15,7,1
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-26890.5, -26622.4]","(-8702.2, -7021.4]","(26400.2, 27991.9]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-11435.8, -8948.6]","(-19711.8, -17586.75]","(-20467.8, -19401.4]","(-7462.55, -5534.6]","(-9632.5, -8587.25]","(-32691.2, -32690.8]","(-19690.75, -18481.7]","(-7843.4, -6354.8]","(280.6, 2173.0]","(-28117.4, -27841.3]","(-12496.0, -11786.7]","(31832.3, 32767.0]","(-7597.9, -7262.55]","(-16534.2, -15222.5]","(-8135.2, -6371.4]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-18541.0, -17455.0]","(15890.2, 17141.0]",0.18,7,1
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-26890.5, -26622.4]","(-8702.2, -7021.4]","(26400.2, 27991.9]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-11435.8, -8948.6]","(-19711.8, -17586.75]","(-20467.8, -19401.4]","(-7462.55, -5534.6]","(-9632.5, -8587.25]","(-32691.2, -32690.8]","(-19690.75, -18481.7]","(-7843.4, -6354.8]","(280.6, 2173.0]","(-28117.4, -27841.3]","(-12496.0, -11786.7]","(31832.3, 32767.0]","(-7597.9, -7262.55]","(-16534.2, -15222.5]","(-8135.2, -6371.4]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-18541.0, -17455.0]","(15890.2, 17141.0]",0.21,7,1
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-26890.5, -26622.4]","(-8702.2, -7021.4]","(26400.2, 27991.9]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-11435.8, -8948.6]","(-19711.8, -17586.75]","(-20467.8, -19401.4]","(-7462.55, -5534.6]","(-9632.5, -8587.25]","(-32690.4, -32690.0]","(-19690.75, -18481.7]","(-7843.4, -6354.8]","(280.6, 2173.0]","(-28117.4, -27841.3]","(-12496.0, -11786.7]","(31832.3, 32767.0]","(-7597.9, -7262.55]","(-16534.2, -15222.5]","(-8135.2, -6371.4]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-18541.0, -17455.0]","(15890.2, 17141.0]",0.24,7,1
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-26890.5, -26622.4]","(-8702.2, -7021.4]","(26400.2, 27991.9]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-11435.8, -8948.6]","(-19711.8, -17586.75]","(-20467.8, -19401.4]","(-7462.55, -5534.6]","(-9632.5, -8587.25]","(-32691.2, -32690.8]","(-19690.75, -18481.7]","(-7843.4, -6354.8]","(280.6, 2173.0]","(-28117.4, -27841.3]","(-12496.0, -11786.7]","(31832.3, 32767.0]","(-7597.9, -7262.55]","(-16534.2, -15222.5]","(-8135.2, -6371.4]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-18541.0, -17455.0]","(15890.2, 17141.0]",0.27,7,1
