"Time","F1","F2","F3","C1","C2"
"0.0","c","c","d","1","b"
"0.1","a","b","c","1","b"
"0.2","b","a","d","1","b"
"0.30000000000000004","c","c","d","1","b"
"0.4","a","b","c","1","b"
"0.5","b","a","d","1","b"
"0.6000000000000001","c","c","d","1","b"
"0.7000000000000001","a","b","c","1","b"
"0.8","b","a","d","1","b"
"0.9","c","c","d","1","b"
"1.0","a","b","c","1","b"
"1.1","b","a","d","1","b"
"1.2000000000000002","c","c","d","1","b"
"1.3","a","b","c","1","b"
"1.4000000000000001","b","a","d","1","b"
"1.5","c","c","d","1","b"
"1.6","a","b","c","1","b"
"1.7000000000000002","b","a","d","1","b"
"1.8","c","c","d","1","b"
"1.9000000000000001","a","b","c","1","b"
"2.0","b","a","d","1","b"
"2.1","c","c","d","1","b"
"2.2","a","b","c","1","b"
"2.3000000000000003","b","a","d","1","b"
"2.4000000000000004","c","c","d","1","b"
"2.5","a","b","c","1","b"
"2.6","b","a","d","1","b"
"2.7","c","c","d","1","b"
"2.8000000000000003","a","b","c","1","b"
"2.9000000000000004","b","a","d","1","b"
"3.0","c","c","d","1","b"
"3.1","a","b","c","1","b"
"3.2","b","a","d","1","b"
"3.3000000000000003","c","c","d","1","b"
"3.4000000000000004","a","b","c","1","b"
"3.5","b","a","d","1","b"
"3.6","c","c","d","1","b"
"3.7","a","b","c","1","b"
"3.8000000000000003","b","a","d","1","b"
"3.9000000000000004","c","c","d","1","b"
"4.0","a","b","c","1","b"
"4.1000000000000005","b","a","d","1","b"
"4.2","c","c","d","1","b"
"4.3","a","b","c","1","b"
"4.4","b","a","d","1","b"
"4.5","c","c","d","1","b"
"4.6000000000000005","a","b","c","1","b"
"4.7","b","a","d","1","b"
"4.800000000000001","c","c","d","1","b"
"4.9","a","b","c","1","b"
"5.0","b","a","d","1","b"
"5.1000000000000005","c","c","d","1","b"
"5.2","a","b","c","1","b"
"5.300000000000001","b","a","d","1","b"
"5.4","c","c","d","1","b"
"5.5","a","b","c","1","b"
"5.6000000000000005","b","a","d","1","b"
"5.7","c","c","d","1","b"
"5.800000000000001","a","b","c","1","b"
"5.9","b","a","d","1","b"
"6.0","c","c","d","1","b"
"6.1000000000000005","a","b","c","1","b"
"6.2","b","a","d","1","b"
"6.300000000000001","c","c","d","1","b"
"6.4","a","b","c","1","b"
"6.5","b","a","d","1","b"
"6.6000000000000005","c","c","d","1","b"
"6.7","a","b","c","1","b"
"6.800000000000001","b","a","d","1","b"
"6.9","c","c","d","1","b"
"7.0","a","b","c","1","b"
"7.1000000000000005","b","a","d","1","b"
"7.2","c","c","d","1","b"
"7.300000000000001","a","b","c","1","b"
"7.4","b","a","d","1","b"
"7.5","c","c","d","1","b"
"7.6000000000000005","a","b","c","1","b"
"7.7","b","a","d","1","b"
"7.800000000000001","c","c","d","1","b"
"7.9","a","b","c","1","b"
"8.0","b","a","d","1","b"
"8.1","c","c","d","1","b"
"8.200000000000001","a","b","c","1","b"
"8.3","b","a","d","1","b"
"8.4","c","c","d","1","b"
"8.5","a","b","c","1","b"
"8.6","b","a","d","1","b"
"8.700000000000001","c","c","d","1","b"
"8.8","a","b","c","1","b"
"8.9","b","a","d","1","b"
"9.0","c","c","d","1","b"
"9.1","a","b","c","1","b"
"9.200000000000001","b","a","d","1","b"
"9.3","c","c","d","1","b"
"9.4","a","b","c","1","b"
"9.5","b","a","d","1","b"
"9.600000000000001","c","c","d","1","b"
"9.700000000000001","a","b","c","1","b"
"9.8","b","a","d","1","b"
"9.9","c","c","d","1","b"
"10.0","a","b","c","1","b"
"10.100000000000001","b","a","d","1","b"
"10.200000000000001","c","c","d","1","b"
"10.3","a","b","c","1","b"
"10.4","b","a","d","1","b"
"10.5","c","c","d","1","b"
"10.600000000000001","a","b","c","1","b"
"10.700000000000001","b","a","d","1","b"
"10.8","c","c","d","1","b"
"10.9","a","b","c","1","b"
"11.0","b","a","d","1","b"
"11.100000000000001","c","c","d","1","b"
"11.200000000000001","a","b","c","1","b"
"11.3","b","a","d","1","b"
"11.4","c","c","d","1","b"
"11.5","a","b","c","1","b"
"11.600000000000001","b","a","d","1","b"
"11.700000000000001","c","c","d","1","b"
"11.8","a","b","c","1","b"
"11.9","b","a","d","1","b"
"12.0","c","c","d","1","b"
"12.100000000000001","a","b","c","1","b"
"12.200000000000001","b","a","d","1","b"
"12.3","c","c","d","1","b"
"12.4","a","b","c","1","b"
"12.5","b","a","d","1","b"
