S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,t,Exercise,ExerciseMode
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-21333.05, -20456.1]","(-16191.8, -15064.2]","(-16430.45, -14926.9]","(-27694.8, -27426.7]","(-3659.8, -1979.0]","(21625.1, 23216.8]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-3974.2, -1487.0]","(-11211.6, -9086.55]","(-15135.8, -14069.4]","(249.25, 2177.2]","(-17994.5, -16949.25]","(-32690.4, -32690.0]","(-19690.75, -18481.7]","(-3377.6, -1889.0]","(5957.8, 7850.2]","(-28669.6, -28393.5]","(-13914.6, -13205.3]","(31832.3, 32767.0]","(-8603.95, -8268.6]","(-21807.234, -20469.3]","(2447.6, 4211.4]","(-21921.9, -20760.55]","(-13538.5, -12697.35]","(-21799.0, -20713.0]","(12137.8, 13388.6]",0.0,5,0
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-21333.05, -20456.1]","(-16191.8, -15064.2]","(-16430.45, -14926.9]","(-27694.8, -27426.7]","(-3659.8, -1979.0]","(21625.1, 23216.8]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-3974.2, -1487.0]","(-11211.6, -9086.55]","(-15135.8, -14069.4]","(249.25, 2177.2]","(-17994.5, -16949.25]","(-32690.4, -32690.0]","(-19690.75, -18481.7]","(-3377.6, -1889.0]","(5957.8, 7850.2]","(-28669.6, -28393.5]","(-13914.6, -13205.3]","(31832.3, 32767.0]","(-8603.95, -8268.6]","(-21807.234, -20469.3]","(2447.6, 4211.4]","(-21921.9, -20760.55]","(-13538.5, -12697.35]","(-21799.0, -20713.0]","(12137.8, 13388.6]",0.03,5,0
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-21333.05, -20456.1]","(-16191.8, -15064.2]","(-16430.45, -14926.9]","(-27694.8, -27426.7]","(-3659.8, -1979.0]","(21625.1, 23216.8]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-3974.2, -1487.0]","(-11211.6, -9086.55]","(-15135.8, -14069.4]","(249.25, 2177.2]","(-17994.5, -16949.25]","(-32690.4, -32690.0]","(-19690.75, -18481.7]","(-3377.6, -1889.0]","(5957.8, 7850.2]","(-28669.6, -28393.5]","(-13914.6, -13205.3]","(31832.3, 32767.0]","(-8603.95, -8268.6]","(-21807.234, -20469.3]","(2447.6, 4211.4]","(-21921.9, -20760.55]","(-13538.5, -12697.35]","(-21799.0, -20713.0]","(12137.8, 13388.6]",0.06,5,0
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-21333.05, -20456.1]","(-16191.8, -15064.2]","(-16430.45, -14926.9]","(-27694.8, -27426.7]","(-3659.8, -1979.0]","(21625.1, 23216.8]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-3974.2, -1487.0]","(-11211.6, -9086.55]","(-15135.8, -14069.4]","(249.25, 2177.2]","(-17994.5, -16949.25]","(-32690.4, -32690.0]","(-19690.75, -18481.7]","(-3377.6, -1889.0]","(5957.8, 7850.2]","(-28669.6, -28393.5]","(-13914.6, -13205.3]","(31832.3, 32767.0]","(-8603.95, -8268.6]","(-21807.234, -20469.3]","(2447.6, 4211.4]","(-21921.9, -20760.55]","(-13538.5, -12697.35]","(-21799.0, -20713.0]","(12137.8, 13388.6]",0.09,5,0
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-21333.05, -20456.1]","(-16191.8, -15064.2]","(-16430.45, -14926.9]","(-27694.8, -27426.7]","(-3659.8, -1979.0]","(21625.1, 23216.8]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-3974.2, -1487.0]","(-11211.6, -9086.55]","(-15135.8, -14069.4]","(249.25, 2177.2]","(-17994.5, -16949.25]","(-32691.2, -32690.8]","(-19690.75, -18481.7]","(-3377.6, -1889.0]","(5957.8, 7850.2]","(-28669.6, -28393.5]","(-13914.6, -13205.3]","(31832.3, 32767.0]","(-8603.95, -8268.6]","(-21807.234, -20469.3]","(2447.6, 4211.4]","(-21921.9, -20760.55]","(-13538.5, -12697.35]","(-21799.0, -20713.0]","(12137.8, 13388.6]",0.12,5,0
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-21333.05, -20456.1]","(-16191.8, -15064.2]","(-16430.45, -14926.9]","(-27694.8, -27426.7]","(-3659.8, -1979.0]","(21625.1, 23216.8]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-3974.2, -1487.0]","(-11211.6, -9086.55]","(-15135.8, -14069.4]","(249.25, 2177.2]","(-17994.5, -16949.25]","(-32689.2, -32688.8]","(-19690.75, -18481.7]","(-3377.6, -1889.0]","(5957.8, 7850.2]","(-28669.6, -28393.5]","(-13914.6, -13205.3]","(31832.3, 32767.0]","(-8603.95, -8268.6]","(-21807.234, -20469.3]","(2447.6, 4211.4]","(-21921.9, -20760.55]","(-13538.5, -12697.35]","(-21799.0, -20713.0]","(12137.8, 13388.6]",0.15,5,0
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-21333.05, -20456.1]","(-16191.8, -15064.2]","(-16430.45, -14926.9]","(-27694.8, -27426.7]","(-3659.8, -1979.0]","(21625.1, 23216.8]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-3974.2, -1487.0]","(-11211.6, -9086.55]","(-15135.8, -14069.4]","(249.25, 2177.2]","(-17994.5, -16949.25]","(-32689.2, -32688.8]","(-19690.75, -18481.7]","(-3377.6, -1889.0]","(5957.8, 7850.2]","(-28669.6, -28393.5]","(-13914.6, -13205.3]","(31832.3, 32767.0]","(-8603.95, -8268.6]","(-21807.234, -20469.3]","(2447.6, 4211.4]","(-21921.9, -20760.55]","(-13538.5, -12697.35]","(-21799.0, -20713.0]","(12137.8, 13388.6]",0.18,5,0
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-21333.05, -20456.1]","(-16191.8, -15064.2]","(-16430.45, -14926.9]","(-27694.8, -27426.7]","(-3659.8, -1979.0]","(21625.1, 23216.8]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-3974.2, -1487.0]","(-11211.6, -9086.55]","(-15135.8, -14069.4]","(249.25, 2177.2]","(-17994.5, -16949.25]","(-32690.4, -32690.0]","(-19690.75, -18481.7]","(-3377.6, -1889.0]","(5957.8, 7850.2]","(-28669.6, -28393.5]","(-13914.6, -13205.3]","(31832.3, 32767.0]","(-8603.95, -8268.6]","(-21807.234, -20469.3]","(2447.6, 4211.4]","(-21921.9, -20760.55]","(-13538.5, -12697.35]","(-21799.0, -20713.0]","(12137.8, 13388.6]",0.21,5,0
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-21333.05, -20456.1]","(-16191.8, -15064.2]","(-16430.45, -14926.9]","(-27694.8, -27426.7]","(-3659.8, -1979.0]","(21625.1, 23216.8]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-3974.2, -1487.0]","(-11211.6, -9086.55]","(-15135.8, -14069.4]","(249.25, 2177.2]","(-17994.5, -16949.25]","(-32690.4, -32690.0]","(-19690.75, -18481.7]","(-3377.6, -1889.0]","(5957.8, 7850.2]","(-28669.6, -28393.5]","(-13914.6, -13205.3]","(31832.3, 32767.0]","(-8603.95, -8268.6]","(-21807.234, -20469.3]","(2447.6, 4211.4]","(-21921.9, -20760.55]","(-13538.5, -12697.35]","(-21799.0, -20713.0]","(12137.8, 13388.6]",0.24,5,0
"(-8347.0, -7781.0]","(-15256.0, -14063.5]","(-21333.05, -20456.1]","(-16191.8, -15064.2]","(-16430.45, -14926.9]","(-27694.8, -27426.7]","(-3659.8, -1979.0]","(21625.1, 23216.8]","(-1350.2, 1492.9]","(-5894.45, -3846.5]","(-3974.2, -1487.0]","(-11211.6, -9086.55]","(-15135.8, -14069.4]","(249.25, 2177.2]","(-17994.5, -16949.25]","(-32691.2, -32690.8]","(-19690.75, -18481.7]","(-3377.6, -1889.0]","(5957.8, 7850.2]","(-28669.6, -28393.5]","(-13914.6, -13205.3]","(31832.3, 32767.0]","(-8603.95, -8268.6]","(-21807.234, -20469.3]","(2447.6, 4211.4]","(-21921.9, -20760.55]","(-13538.5, -12697.35]","(-21799.0, -20713.0]","(12137.8, 13388.6]",0.27,5,0
